No.,bo text,zh text
36,"སེམས་ཅན་གྲངས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གྲངས་] N,Q བགྲང་ । The reading གྲངས་ is supported by the Sanskrit निरवधिसत्त्वसंख्यया and commentaries KP <span class=\""text-quotation-style\"">གྲངས་མཐའ་ཡས་</span> and GDR <span class=\""text-quotation-style\"">གྲངས་མཐའ་ཡས་པ་</span>.</i>མཐའ་ཡས་ལ་དུས་རིང་དུ།།<br>བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད།།<br>ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ།།<br>རྟག་ཏུ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">རྟག་ཏུ་] I རྟག་རུ་ । The reading རྟག་ཏུ་ is supported by the Sanskrit अनुप्रयच्छतः <span class=\""text-quotation-style\"">continuous giving</span> and commentary KP <span class=\""text-quotation-style\"">རྒྱུན་མི་འཆད་པའི་རྟག་ཏུ་</span></i>སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས།།",況於無邊諸有情 <br> 無上菩提大安樂 <br> 隨心所欲悉圓滿 <br> 恒時施與何待言
37,"གང་ཞིག་དེ་འདྲའི་རྒྱལ་སྲས་སྦྱིན་བདག་ལ།།<br>གལ་ཏེ་ངན་སེམས་སྐྱེད་པར་བྱེད་པ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">སྐྱེད་པར་བྱེད་པ་] C སྐྱེད་པར་བྱེད་ན། Reading བྱེད་པ is supported by Sanskrit करोति <span class=\""text-quotation-style\"">present active participle</span> and matches the syntactical structure better. Also confirmed by KP's commentary using བྱེད་པ.</i>དེ།།<br>ངན་སེམས་བསྐྱེད་པའི་གྲངས་བཞིན་བསྐལ་པར་ནི།།<br>དམྱལ་བར་གནས་པར་འགྱུར་ཞེས་ཐུབ་པས་གསུངས།།",如是佛子大施主 <br> 若誰於彼起惡心 <br> 佛言隨其心念數 <br> 當墮泥犁爾許劫
38,"འོན་ཏེ་གང་ཞིག་ཡིད་རབ་དང་བྱེད་ན།།<br>དེ་ཡི་འབྲས་བུ་དེ་བས་ལྷག་པར་འཕེལ།།<br>རྒྱལ་སྲས་རྣམས་ལ་དོ་གལ་ཆེན་པོས་ཀྱང་།།<br>སྡིག་པ་མི་འབྱུང་དགེ་བ་ངང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">དང་] I དང་ : KP GDR KS TS དྭང་། The reading དང་ is supported by the Sanskrit प्रसाद and the majority of commentaries' interpretation of the meaning as faith <span class=\""text-quotation-style\"">དད་པ</span> rather than clarity <span class=\""text-quotation-style\"">དྭང་བ</span>.</i>གིས་འཕེལ།།",若誰於彼生淨信 <br> 其果如前信轉增 <br>於諸佛子極珍重 <br> 罪垢不生善自增
39,གང་ལ་སེམས་ཀྱི་དམ་པ་རིན་ཆེན་དེ།།<br>སྐྱེས་པ་དེ་ཡི་སྐུ་ལ་ཕྱག་འཚལ་ཞིང་།།<br>གང་ལ་གནོད་པ་བྱས་ཀྱང་བདེ་འབྲེལ་བ།།<br>བདེ་བའི་འབྱུང་གནས་དེ་ལ་སྐྱབས་སུ་མཆི།།,誰具勝義妙寶心 <br> 於彼之身當敬禮 <br>縱損彼者猶霑樂 <br> 安樂生處我皈依
40,"བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ལས་] C ལས།</i>བྱང་ཆུབ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བྱང་ཆུབ་] N,Q བྱང་ཆུབ་ཀྱི་</i>སེམས་ཀྱི་ཕན་ཡོན་བཤད་པ་ཞེས་བྱ་བ་སྟེ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བཤད་པ་ཞེས་བྱ་བ་སྟེ་] N,Q བཤད་པསྟེ་</i>ལེའུ་དང་པོའོ།།།",入菩薩行論讚菩提心功德品第一竟
,,
1,"རིན་ཆེན་སེམས་དེ་གཟུང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གཟུང་] N,Q བཟུང་། གཟུང་ is chosen based on the Sanskrit ग्रहण <span class=\""text-quotation-style\"">grahaṇa</span> which supports this reading. Additionally, KP's commentary གཟུང་བའམ་བསྐྱེད་པར་བྱ་བའི་ཕྱིར་ and KS's བཟུང་བར་བྱ་བའི་ཕྱིར་ both suggest this is the intended meaning of 'to grasp/obtain' rather than 'to hold/maintain'</i>བར་བྱ་བའི་ཕྱིར།།<br>དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས།།<br>དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས།།<br>ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་ལེགས་པར་མཆོད།།",為應受持如是妙寶心 <br> 於諸如來正法菩薩心 <br> 殊勝三寶清淨無垢染 <br> 功德大海勝妙供品陳
2,"མེ་ཏོག་འབྲས་བུ་ཇི་སྙེད་ཡོད་པ་དང་།།<br>སྨན་གྱི་རྣམ་པ་གང་དག་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གང་དག་] C,F,G,N,Q གང་ཞིག་; The reading གང་དག་ is supported by the Sanskrit यानि and multiple commentaries: KP explicitly uses གང་དག, GDR has གང་དག, and KS uses གང་དག. The reading also better matches the parallel constructions ཇི་སྙེད་ in the other lines.</i>ཡོད་པ་དང་།།<br>འཇིག་རྟེན་རིན་ཆེན་ཇི་སྙེད་ཡོད་པ་དང་།།<br>ཆུ་གཙང་ཡིད་དུ་འོང་བ་ཅི་ཡོད་དང་།།",盡其所有妙花嘉果 <br> 盡其所有良藥百味俱 <br> 盡其所有希世諸珍奇 <br> 盡其所有悅意妙香水
3,"རིན་ཆེན་རི་བོ་དང་ནི་དེ་བཞིན་དུ།།<br>ནགས་ཚལ་ས་ཕྱོགས་དབེན་ཞིང་ཉམས་དགའ་དང་།།<br>ལྗོན་ཤིང་མེ་ཏོག་རྒྱན་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">རྒྱན་] F,G རྒྱས། The reading རྒྱན་ is supported by the Sanskrit ābharaṇa and all commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> which consistently interpret this as an ornamental aspect of the flowers.</i>སྤྲས་སྤུད་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">སྤྲས་སྤུད་] C,F,G,P སྤུད། The compound སྤྲས་སྤུད་ is preferred as it better corresponds to the Sanskrit compound ujjvalāś <span class=\""text-quotation-style\"">brilliant/adorned</span> and is supported by the commentaries GDR and TS which use both terms སྤྲས་ཤིང་སྤུད་པ་ to convey the full meaning of ornamentation and beautification.</i>པ་དང་།།<br>ཤིང་གང་འབྲས་བཟང་ཡལ་ག་དུད་པ་དང་།།",如是乃至妙寶七金山 <br> 園林寂靜景物宜人地 <br> 嘉樹奇花絢爛色莊嚴 <br> 繁柯美實茂密枝葉垂
4,ལྷ་སོགས་འཇིག་རྟེན་ན་ཡང་དྲི་དང་ནི།།<br>སྤོས་དང་དཔག་བསམ་ཤིང་དང་རིན་ཆེན་ཤིང་།།<br>མ་རྨོས་འཁྲུངས་པའི་ལོ་ཏོག་རྣམ་པ་དང་།།<br>གཞན་ཡང་མཆོད་པར་འོས་པའི་རྒྱན་རྣམས་ནི།།,天龍世間俱生和合香 <br> 如意寶樹七珍飾林苑 <br> 自然香稻不由耕稼生 <br> 種種莊嚴堪為供養具
5,"མཚོ་དང་རྫིང་བུ་པདྨས་བརྒྱན་པ་དག།<br>ངང་པ་ཤིན་ཏུ་སྐད་སྙན་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">སྐད་སྙན་] F,G སྙད་ ། Sanskrit आकाश supports སྐད་ and KP's commentary སྐད་སྙན་ confirms this reading.</i>ཡིད་འོང་ལྡན།།<br>ནམ་མཁའ་རབ་འབྱམས་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">རབ་འབྱམས་] Q འབྱམ་ ། The majority reading འབྱམས་ is supported by KP's commentary རབ་འབྱམས་.</i>ཁམས་ཀྱི་མཐས་གཏུགས་ན<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">གཏུགས་ན་] C,F,G,N,Q གཏུགས་པ་ ། The reading ན་ better fits the syntactic context, though both variants are attested in commentaries.</i>།།<br>ཡོངས་སུ་གཟུང་བ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">གཟུང་བ་] C བཟུང་བ་, N,Q གཟུང་བཟུང་ ། Sanskrit अपरिग्रहाणि and commentary support གཟུང་བ་ as the correct form.</i>མེད་པ་དེ་དག་ཀུན།།",明湖清沼灼灼發芙蕖 <br> 鳧雁和鳴妙音極哀雅 <br>遍虛空界廣博無邊際 <br> 所有一切無主執持物
6,"བློ་ཡིས་བླངས་ནས་ཐུབ་པ་སྐྱེས་ཀྱི་མཆོ<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ཀྱིས་] N,Q ཀྱི། The instrumental case marker ཀྱིས་ is preferred over the genitive ཀྱི་ as it matches the Sanskrit instrumental महाकृपाः and agrees with the commentary readings <span class=\""text-quotation-style\"">KP, GDR, KS, TS all use ཀྱིས་</span>. The instrumental case is also grammatically required as the agent of the action བརྩེར་དགོངས།</i>ག།<br>སྲས་དང་བཅས་པ་རྣམས་ལ་ལེགས་འབུལ་ན།།<br>ཡོན་གནས་དམ་པ་ཐུགས་རྗེ་ཆེ་རྣམས་ཀྱིས།།<br>བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས།།",慧心攝取善巧而獻陳 <br> 殊勝士夫能仁諸佛子 <br> 清淨功德生處大悲心 <br> 願祈愍念於我垂納受
7,བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ།།<br>མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས།།<br>དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི།།<br>བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག།,今我福德不具極困貧 <br> 別餘供具資財悉非有 <br> 依怙惟為他義作慇勤 <br> 饒益我故神力祈受享
8,"རྒྱལ་དང་དེ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">དང་དེ་] «C,F,G,P» ད། Sanskrit ददामि confirms དེ་ as the correct reading, supported by KP's gloss དེ་ཡི་སྲས་and GDR's དེའི་སྲས།</i>སྲས་རྣམས་ལ་བདག་གིས་ནི།།<br>བདག་གི་ལུས་ཀུན་གཏན་དུ་དབུལ་བར་བགྱི།།<br>སེམས་དཔའ་མཆོག་རྣམས་བདག་ནི་ཡོངས་བཞེས་ཤིག།<br>གུས་པས་ཁྱེད་ཀྱི་འབངས་སུ་མཆི་བར་བགྱི།།",我於一切諸佛佛子前 <br> 盡我身心無餘志誠獻 <br>祈諸殊勝勇識咸攝受 <br> 至心願為諸尊作臣民
9,"བདག་ནི་ཁྱེད་ཀྱིས་ཡོངས་སུ་བཟུང་བས་ན།།<br>སྲིད་ན་མི་འཇིགས་སེམས་ཅན་ཕན་པ་བགྱིད<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ཕན་པ་བགྱིད] C པར་བགྱི N,Q པ་བགྱི. Reading ཕན་པ་བགྱིད chosen based on Sanskrit करोमि and supported by commentaries KP, GDR, KS, and TS which all interpret as བགྱི/བགྱིད meaning 'to do/perform'</i>།།<br>སྔོན་གྱི་སྡིག་ལས་ཡང་དག་འདའ་བགྱིད་ཅིང་།།<br>སྡིག་པ་གཞན་ཡང་སླན་ཆད་མི་བགྱིད་དོ།།",我由諸尊咸作攝持故 <br> 饒益有情不怖生死輪 <br>往昔眾罪清淨得超脫 <br> 別餘罪垢此後不再生
10,"ཁྲུས་ཀྱི་ཁང་པ་ཤིན་ཏུ་དྲི་ཞིམ་པ།།<br>ཤེལ་གྱི་ས་གཞི་གསལ་ཞིང་འཚེར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">འཚེར་] «I» འཚོར། The reading འཚེར་ is confirmed by Sanskrit स्वच्छोज्ज्वल <span class=\""text-quotation-style\"">svacchojjvala</span> and supported by KP's gloss འོད་འཕྲོ་བས་འཚེར་བ།</i>བ་ལྟར<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ལྟར་] «C,N,Q» བསྟར། While བསྟར་ appears in some witnesses and is supported by KP's gloss བསྟར་བའི་བུག་པ་ལ་ and GDR's བསྟར་བ་ལ། the reading ལྟར་ better matches the Sanskrit verse structure with locative case endings -एषु <span class=\""text-quotation-style\"">-eṣu</span>.</i>།།<br>རིན་ཆེན་འབར་བའི་ཀ་བ་ཡིད་འོང་ལྡན།།<br>མུ་ཏིག་འོད་ཆགས་བླ་རེ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བླ་རེ་] «N,Q» བྲེ། The reading བླ་རེ་ is confirmed by Sanskrit विताना <span class=\""text-quotation-style\"">vitāna</span> and supported by KP's gloss བླ་རེ་དང་འཕན་གདུགས།</i>བྲེས་པ་དེར།།",浴殿香薰旃檀氣芬馥 <br> 水晶佈地晃耀色晶瑩 <br> 眾寶軒楹輝煌悅人意 <br> 珍珠華蓋垂履燦光明
